CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Conversion_Rate
CAMP00031,2025-02-28,2025-03-14,Search,177827,3721,1837,438,289.24,554.56,91.73005116857969,11.771029293200751
CAMP00032,2025-06-19,2025-07-03,Display,188552,14561,5299,2495,2758.59,3188.53,15.585498388669574,17.134812169493856
CAMP00033,2025-07-07,2025-07-20,Influencer,12293,347,86,46,4969.0,7370.33,48.32622257999598,13.256484149855908
CAMP00034,2025-09-28,2025-10-12,Email,73542,1056,428,193,1078.76,1639.65,51.99395602358264,18.276515151515152
CAMP00035,2025-07-09,2025-07-21,Email,65528,1240,376,121,3124.16,8703.85,178.5980871658302,9.758064516129032
CAMP00036,2025-06-24,2025-07-05,Search,113885,9761,4123,828,1440.13,2916.67,102.5282439779742,8.482737424444217
CAMP00037,2025-02-20,2025-02-27,Influencer,150771,6541,2834,1301,1920.27,4496.36,134.15248897290485,19.88992508790705
CAMP00038,2025-12-30,2026-01-11,Social,164506,6120,2122,999,264.81,293.89,10.981458404138811,16.323529411764707
CAMP00039,2025-02-24,2025-03-02,Email,59669,3234,1451,701,3470.79,4189.11,20.696152749085936,21.675943104514534
CAMP00040,2025-09-01,2025-09-07,Search,284746,19067,4983,1074,3852.05,8192.31,112.67403071092012,5.632768657890597
CAMP00041,2025-11-16,2025-12-01,Email,176858,2359,290,117,3887.29,10379.97,167.02329900779205,4.959728698601102
CAMP00042,2025-05-11,2025-05-25,Email,277096,25170,9188,3357,4855.66,5370.17,10.59608786447157,13.337306317044101
CAMP00043,2025-11-03,2025-11-10,Email,121032,11650,4727,2396,4205.6,12477.79,196.69464523492485,20.566523605150213
CAMP00044,2025-05-15,2025-05-26,Search,37905,1802,232,113,1117.27,3095.83,177.08879679934125,6.270810210876804
CAMP00045,2025-01-21,2025-01-26,Search,182996,8625,3522,2043,1229.73,3377.2,174.6293901913428,23.68695652173913
CAMP00046,2025-11-25,2025-12-07,Display,18381,1637,582,325,3863.15,3930.17,1.7348536815810927,19.853390348197923
CAMP00047,2025-06-16,2025-06-27,Display,255666,12435,1822,771,3906.84,7082.26,81.27847569903042,6.200241254523522
CAMP00048,2025-10-01,2025-10-09,Display,295274,25705,8122,4809,702.91,1821.61,159.15266534833762,18.708422485897685
CAMP00049,2025-03-30,2025-04-08,Email,35415,444,63,16,132.5,333.53,151.72075471698113,3.6036036036036037
CAMP00050,2025-11-12,2025-11-26,Influencer,185200,10013,2289,464,2066.76,3495.47,69.12800712225898,4.633975831419155
CAMP00051,2025-01-14,2025-01-19,Search,89679,8583,3618,879,3503.9,9654.22,175.52784040640427,10.241174414540371
CAMP00052,2025-08-30,2025-09-07,Display,120458,3945,553,189,4346.66,9876.13,127.21192823915372,4.790874524714829
CAMP00053,2025-09-22,2025-09-27,Influencer,136460,4633,1314,659,910.12,2719.35,198.7902694150222,14.22404489531621
CAMP00054,2025-12-12,2025-12-17,Display,82652,5513,1887,666,4094.93,6836.28,66.9449783024374,12.080536912751679
CAMP00055,2025-02-22,2025-03-08,Display,155878,14552,6929,3549,3453.83,7899.24,128.70957748354726,24.388400219901044
CAMP00056,2025-12-06,2025-12-11,Influencer,69333,1933,763,379,913.18,1688.45,84.89782956262731,19.606828763579927
CAMP00057,2025-04-02,2025-04-13,Display,241388,22436,3493,1808,4379.09,10050.49,129.51092578595095,8.058477446960243
CAMP00058,2025-09-21,2025-10-02,Email,115930,8076,3937,1082,4671.64,7098.74,51.95391768201315,13.397721644378406
CAMP00059,2025-02-04,2025-02-12,Email,271996,27029,7870,3198,1402.45,2475.26,76.4954187315056,11.831736283251322
CAMP00060,2025-07-25,2025-07-31,Email,251355,19173,4752,2305,828.59,2373.46,186.44564863201342,12.022114431752987
CAMP00061,2025-03-22,2025-03-29,Social,194889,13662,2069,648,4841.37,7640.26,57.811941661141375,4.743083003952568
CAMP00062,2025-02-19,2025-03-03,Display,165120,13761,6514,3486,212.13,475.47,124.14085702163769,25.332461303684322
CAMP00063,2025-12-26,2026-01-07,Social,228622,5889,1969,1007,4747.16,13468.54,183.7178439319509,17.099677364578028
CAMP00064,2025-01-02,2025-01-17,Search,118120,11237,5564,1379,1159.5,2274.99,96.2043984476067,12.27195870784017
CAMP00065,2025-02-23,2025-03-10,Influencer,81596,2032,344,98,2246.84,5370.37,139.01879973651882,4.822834645669291
CAMP00066,2025-04-16,2025-04-26,Search,246777,3037,966,284,1610.92,4021.01,149.60953989024907,9.351333552848205
CAMP00067,2025-09-17,2025-10-01,Social,260878,18993,2734,1507,853.17,1781.61,108.82239178592776,7.934502185015532
CAMP00068,2025-11-06,2025-11-19,Email,275353,7328,2269,623,1827.14,3211.78,75.78182295828452,8.501637554585152
CAMP00069,2025-07-10,2025-07-25,Display,58482,4578,2087,936,2742.31,7176.22,161.68522158326374,20.445609436435124
CAMP00070,2025-08-06,2025-08-19,Display,154148,12571,1806,408,559.75,1180.08,110.82268870031263,3.245565189722377
CAMP00071,2025-02-13,2025-02-21,Email,122458,3833,796,335,4064.97,5009.16,23.227477693562317,8.73989042525437
CAMP00072,2025-06-11,2025-06-16,Display,124614,2218,827,212,4021.87,11056.48,174.9089353957239,9.558160504959423
CAMP00073,2025-07-21,2025-07-26,Influencer,94484,5203,679,292,4007.66,6391.78,59.489078414835596,5.6121468383624835
CAMP00074,2025-09-27,2025-10-11,Influencer,154151,13892,3911,1357,3463.6,6881.77,98.6883589329022,9.7682119205298
CAMP00075,2025-12-17,2025-12-26,Influencer,186810,16113,3757,1661,2330.79,3327.47,42.761467142041965,10.30844659591634
CAMP00076,2025-10-31,2025-11-06,Search,279849,5747,2501,894,4185.25,8309.05,98.5317484021265,15.555942230729075
CAMP00077,2025-09-28,2025-10-08,Email,114165,11054,1322,716,4274.06,5378.93,25.85059638844564,6.477293287497739
CAMP00078,2025-08-03,2025-08-14,Influencer,15248,514,228,114,1498.74,3196.1,113.25246540427291,22.17898832684825
CAMP00079,2025-09-09,2025-09-14,Social,94169,3902,1488,800,2456.66,5025.25,104.55618604121044,20.502306509482317
CAMP00080,2025-07-09,2025-07-19,Influencer,100039,2342,512,147,1094.52,2886.06,163.68271022914155,6.27668659265585
CAMP00081,2025-10-23,2025-11-04,Search,12461,548,98,25,1353.37,2868.87,111.97972468726218,4.562043795620438
CAMP00082,2025-08-01,2025-08-10,Social,163070,10959,5261,2225,1270.87,2309.79,81.74872331552402,20.302947349210694
CAMP00083,2025-07-27,2025-08-07,Email,148893,8270,2659,1460,4152.04,8024.53,93.26716505621333,17.654171704957676
CAMP00084,2025-08-25,2025-09-08,Email,24870,2100,499,121,1329.0,2936.38,120.94657637321295,5.761904761904762
CAMP00085,2025-12-04,2025-12-14,Influencer,18410,1246,146,42,2776.94,7439.86,167.9157633942397,3.3707865168539324
CAMP00086,2025-02-22,2025-03-02,Social,92721,3126,519,258,3178.41,3443.69,8.346311520540151,8.253358925143955
CAMP00087,2025-10-07,2025-10-18,Social,24133,1452,492,189,3748.95,10696.46,185.31882260366234,13.016528925619836
CAMP00088,2025-08-05,2025-08-19,Influencer,290503,4583,1398,617,242.14,282.76,16.775419178987367,13.46279729434868
CAMP00089,2025-09-09,2025-09-22,Influencer,197457,12295,4955,2163,2431.16,4107.2,68.93992991000181,17.592517283448554
CAMP00090,2025-07-07,2025-07-21,Display,32400,1460,633,231,1533.78,2565.03,67.23584868755626,15.821917808219176
CAMP00091,2025-02-10,2025-02-24,Display,39173,738,191,92,4186.47,8638.77,106.34974095120711,12.466124661246612
CAMP00092,2025-06-06,2025-06-17,Influencer,16179,609,85,45,280.07,478.73,70.9322669332667,7.389162561576355
CAMP00093,2025-01-15,2025-01-24,Search,197958,17980,7490,4217,1114.27,1602.92,43.85382357956331,23.453837597330367
CAMP00094,2025-10-28,2025-11-08,Display,40495,2540,816,178,1647.22,2449.17,48.68505724796931,7.007874015748032
CAMP00095,2025-03-06,2025-03-13,Influencer,273631,24980,12288,5178,481.42,1430.1,197.0587013418636,20.728582866293035
CAMP00096,2025-12-11,2025-12-17,Social,19760,928,388,83,2037.55,5446.95,167.3284091187946,8.943965517241379
CAMP00097,2025-11-23,2025-12-08,Display,96975,9513,2203,1234,3744.47,9776.61,161.09462754408506,12.97172290549774
CAMP00098,2025-01-09,2025-01-18,Search,97465,4132,1121,416,1140.34,2096.56,83.85393829910377,10.067763794772508
CAMP00099,2025-12-10,2025-12-18,Email,207899,16239,3154,1766,3796.9,10906.09,187.23669309173275,10.875053882628242
CAMP00100,2025-05-09,2025-05-18,Social,296547,11116,3388,931,2692.17,3029.86,12.543412934547227,8.375314861460957
CAMP00101,2025-05-16,2025-05-28,Search,204109,3988,1532,405,1789.15,2237.56,25.06273928960679,10.155466399197593
CAMP00102,2025-03-04,2025-03-12,Search,120625,10250,3536,1991,1907.15,2848.22,49.34430957187425,19.42439024390244
CAMP00103,2025-05-19,2025-06-01,Search,6755,531,125,71,669.9,1529.64,128.33855799373043,13.370998116760829
CAMP00104,2025-03-22,2025-04-02,Social,133500,11194,4805,2434,1323.93,1765.74,33.3710996804967,21.743791316776846
CAMP00105,2025-06-12,2025-06-26,Search,172230,6367,904,261,3683.0,6157.97,67.19983708932936,4.099261818752945
CAMP00106,2025-10-16,2025-10-27,Email,76352,5598,879,236,4327.45,5861.25,35.44350599082601,4.215791354055019
CAMP00107,2025-09-18,2025-09-30,Display,203498,6062,1586,791,1401.43,3642.78,159.93306836588343,13.048498845265588
CAMP00108,2025-08-19,2025-08-29,Social,117133,1290,491,222,2984.48,8411.37,181.83703693775803,17.209302325581397
CAMP00109,2025-02-10,2025-02-22,Search,12688,1116,421,231,270.16,729.65,170.08069292271244,20.698924731182796
CAMP00110,2025-01-28,2025-02-04,Influencer,240876,13758,3392,1053,479.29,505.48,5.464332658724362,7.65372873964239
CAMP00111,2025-05-15,2025-05-29,Display,175556,17297,6549,2083,4825.4,7886.67,63.440751025821704,12.042550731340695
CAMP00112,2025-07-20,2025-08-03,Social,195927,8748,1086,535,4492.88,10222.04,127.51642598956572,6.115683584819387
CAMP00113,2025-11-24,2025-11-29,Influencer,154651,14864,3210,985,498.28,498.97,0.13847635867384897,6.6267491926803
CAMP00114,2025-09-25,2025-10-05,Influencer,149086,9743,3678,1415,4129.41,10293.46,149.27192988828912,14.523247459714666
CAMP00115,2025-02-02,2025-02-07,Search,53443,2998,520,212,602.27,1648.75,173.75595663074702,7.071380920613743
CAMP00116,2025-02-17,2025-03-02,Social,178033,6632,1227,573,4159.67,4805.09,15.51613469337712,8.639927623642944
CAMP00117,2025-03-03,2025-03-09,Search,194986,16432,2214,747,4576.15,8522.82,86.24433202582958,4.546007789678676
CAMP00118,2025-08-04,2025-08-19,Email,41397,3501,860,467,850.12,1364.99,60.564390909518664,13.339045986860897
CAMP00119,2025-10-20,2025-10-26,Influencer,248818,11824,5083,1834,821.44,2377.15,189.3881476431632,15.51082543978349
CAMP00120,2025-04-09,2025-04-20,Email,183250,13827,6008,1301,4640.2,7653.87,64.94698504374811,9.409127070224923
CAMP00121,2025-06-21,2025-06-27,Search,6063,304,135,30,1577.02,3409.32,116.18749286629213,9.868421052631579
CAMP00122,2025-12-26,2026-01-09,Display,80848,6190,709,417,2416.01,2459.79,1.8120785923899214,6.736672051696284
CAMP00123,2025-08-02,2025-08-14,Influencer,172115,17121,8515,3821,1591.75,4255.07,167.32024501335007,22.317621634250337
CAMP00124,2025-02-04,2025-02-14,Display,115687,3889,1170,463,3771.75,3992.67,5.857228077152517,11.905374132167653
CAMP00125,2025-08-15,2025-08-26,Social,131230,8800,3951,2164,1134.32,2425.7,113.8461809718598,24.59090909090909
CAMP00126,2025-04-11,2025-04-22,Influencer,266234,11764,5435,2645,2521.19,6256.15,148.14274211780943,22.483849030941858
CAMP00127,2025-05-11,2025-05-21,Email,213347,12662,3872,1055,4267.27,7652.27,79.32472048874338,8.332017058916442
CAMP00128,2025-09-14,2025-09-28,Display,140141,12426,1496,303,4718.98,5017.85,6.333360175292135,2.4384355383872522
CAMP00129,2025-01-05,2025-01-20,Social,266252,10991,3725,2208,1828.4,5122.16,180.14438853642528,20.0891638613411
CAMP00130,2025-08-06,2025-08-19,Influencer,151676,2504,585,264,658.45,1140.53,73.21436707418937,10.543130990415335
CAMP00131,2025-09-12,2025-09-25,Social,19612,1606,293,114,4067.46,7859.64,93.23213995958166,7.0983810709838115
CAMP00132,2025-12-25,2026-01-05,Email,44170,2648,458,264,642.68,1687.78,162.61592083151803,9.969788519637463
CAMP00133,2025-10-10,2025-10-23,Influencer,181173,9139,2958,1028,3918.51,9096.18,132.13364263457282,11.248495459021775
CAMP00134,2025-07-26,2025-08-09,Social,70881,1878,266,130,3476.04,5738.04,65.07404978078503,6.922257720979766
CAMP00135,2025-01-15,2025-01-22,Search,173782,3190,1367,639,2930.04,6098.24,108.12821667963577,20.031347962382444
CAMP00136,2025-12-12,2025-12-19,Influencer,145435,5102,974,458,4703.5,5587.42,18.79281386201765,8.97687181497452
CAMP00137,2025-02-11,2025-02-16,Influencer,78960,5898,1885,887,1679.73,3296.2,96.23391854643305,15.03899626992201
CAMP00138,2025-06-28,2025-07-07,Influencer,16990,799,119,24,557.31,1034.68,85.65609804238218,3.0037546933667083
CAMP00139,2025-03-04,2025-03-12,Influencer,99258,6086,2701,1430,4909.86,12372.32,151.98926242296116,23.496549457771938
CAMP00140,2025-12-18,2025-12-24,Search,132640,2305,868,494,2261.62,5880.2,159.99946940688534,21.431670281995665
CAMP00141,2025-08-19,2025-09-01,Email,37137,783,142,53,2223.62,6102.74,174.45067052823774,6.7688378033205625
CAMP00142,2025-08-29,2025-09-05,Search,20573,226,87,36,538.7,1462.29,171.44793020233894,15.929203539823009
CAMP00143,2025-02-21,2025-03-05,Search,14554,1027,136,44,3743.41,11217.85,199.66928549103628,4.284323271665044
CAMP00144,2025-04-06,2025-04-16,Social,234726,7933,3243,1666,3628.58,8762.7,141.4911618319012,21.000882390016386
CAMP00145,2025-08-10,2025-08-19,Display,238380,23128,6849,3387,811.95,1819.95,124.14557546646961,14.64458664821861
CAMP00146,2025-08-19,2025-08-24,Display,222670,8408,1245,616,1245.65,1612.31,29.435234616465284,7.326355851569934
CAMP00147,2025-08-25,2025-09-02,Social,189869,8112,2597,1282,180.43,349.37,93.63187939921299,15.803747534516766
CAMP00148,2025-05-23,2025-05-30,Search,18015,941,169,48,4459.67,8299.04,86.09089910239996,5.100956429330499
CAMP00149,2025-06-20,2025-06-25,Social,64617,2502,923,226,1298.19,3205.49,146.91994238131548,9.03277378097522
CAMP00150,2025-01-29,2025-02-07,Influencer,185664,15515,5949,1929,4642.5,7192.89,54.93570274636511,12.433129229777634
CAMP00151,2025-02-05,2025-02-15,Social,115041,10222,4133,1777,2898.73,7947.43,174.169377623994,17.38407356681667
CAMP00152,2025-01-13,2025-01-19,Social,80195,881,403,145,2184.5,3144.87,43.96292057679102,16.458569807037456
CAMP00153,2025-06-09,2025-06-16,Influencer,164989,11370,4115,1233,138.37,272.19,96.71171496711715,10.844327176781004
CAMP00154,2025-11-23,2025-12-08,Display,255438,18327,5437,1135,552.13,1594.94,188.87037473058882,6.193048507666285
CAMP00155,2025-07-06,2025-07-16,Influencer,219722,21209,9367,2327,877.55,1481.27,68.79607999544186,10.971757272855863
CAMP00156,2025-08-31,2025-09-08,Email,142715,6184,2844,688,617.91,1517.53,145.59078182906896,11.1254851228978
CAMP00157,2025-03-27,2025-04-09,Social,18269,503,207,120,1355.4,2265.2,67.12409620776153,23.856858846918488
CAMP00158,2025-10-11,2025-10-20,Social,285502,16231,7741,3959,857.47,1739.63,102.87940102860742,24.391596328014295
CAMP00159,2025-03-07,2025-03-15,Display,103029,5180,2547,634,3352.79,8553.88,155.12722240283463,12.23938223938224
CAMP00160,2025-06-19,2025-06-25,Search,88857,7220,1447,559,1555.45,4089.52,162.91555498408817,7.742382271468144
CAMP00161,2025-02-14,2025-02-24,Influencer,197830,18073,3135,1447,3619.63,9718.64,168.49816141428818,8.00641841420904
CAMP00162,2025-03-03,2025-03-17,Search,61235,1090,304,177,763.91,916.0,19.909413412574782,16.238532110091743
CAMP00163,2025-05-14,2025-05-20,Email,289316,24936,12437,3825,1124.63,3047.48,170.97623218302905,15.339268527430223
CAMP00164,2025-10-11,2025-10-22,Influencer,78834,7237,979,299,3958.5,5117.37,29.2754831375521,4.131546220809728
CAMP00165,2025-01-28,2025-02-04,Email,49857,4645,1787,763,3206.98,4956.79,54.56254794230085,16.42626480086114
CAMP00166,2025-04-18,2025-05-01,Email,146483,11541,5081,2758,572.59,1684.66,194.21750292530433,23.897409236634605
CAMP00167,2025-02-13,2025-02-28,Email,274969,21114,10526,3282,4801.14,6185.97,28.843774603531656,15.544188689968742
CAMP00168,2025-12-06,2025-12-15,Influencer,101774,1154,401,100,3836.42,5762.94,50.21660819201234,8.665511265164644
CAMP00169,2025-10-13,2025-10-25,Influencer,174814,16225,4089,1253,2807.96,4693.68,67.15622729668515,7.722650231124807
CAMP00170,2025-11-27,2025-12-12,Display,294295,12253,2041,774,1780.26,4650.74,161.2393695302933,6.316820370521505
CAMP00171,2025-05-08,2025-05-18,Social,48327,662,326,112,560.31,919.89,64.17518873480753,16.91842900302115
CAMP00172,2025-12-14,2025-12-28,Search,145324,6854,3219,1752,1855.19,4919.88,165.19547863022117,25.5617157864021
CAMP00173,2025-08-19,2025-08-31,Search,205344,15597,6578,3796,1682.81,2374.76,41.11872403895867,24.33801372058729
CAMP00174,2025-07-09,2025-07-24,Email,266003,13240,6322,2221,484.02,1065.83,120.20371059047146,16.774924471299094
CAMP00175,2025-08-13,2025-08-20,Influencer,20322,1589,197,104,3940.42,11503.88,191.94552864923025,6.5449968533668965
CAMP00176,2025-10-10,2025-10-17,Influencer,226785,12665,4465,1015,2135.14,2310.31,8.204145863971453,8.014212396367943
CAMP00177,2025-05-01,2025-05-10,Email,60504,2235,469,197,4458.63,12560.49,181.71187113530388,8.814317673378076
CAMP00178,2025-04-26,2025-05-11,Social,62631,1770,719,382,874.02,1162.17,32.968353126930744,21.581920903954803
CAMP00179,2025-08-21,2025-09-04,Search,192370,9214,1274,468,1656.1,3580.38,116.19346657810522,5.079227262860863
CAMP00180,2025-09-16,2025-09-23,Display,233121,3082,627,161,1467.28,1610.5,9.760918161496104,5.223880597014925
CAMP00181,2025-12-25,2026-01-06,Social,270111,12973,5709,1790,4339.29,9297.34,114.25947562850145,13.797887921066831
CAMP00182,2025-07-17,2025-07-31,Influencer,42018,679,271,107,2587.89,5771.05,123.0021368759878,15.758468335787922
CAMP00183,2025-05-17,2025-05-29,Email,188758,16786,8339,4481,794.93,2079.01,161.53371995018435,26.694864768259265
CAMP00184,2025-11-14,2025-11-20,Search,73774,4558,1629,813,1851.49,3392.27,83.21838087162232,17.836770513383062
CAMP00185,2025-06-14,2025-06-22,Email,144585,9852,2179,508,4721.59,13369.18,183.14995584114672,5.156313438895656
CAMP00186,2025-08-13,2025-08-27,Influencer,253319,9118,2910,1217,2802.29,4878.24,74.08048417544222,13.347225268699276
CAMP00187,2025-11-03,2025-11-08,Email,232414,7047,3365,1847,279.99,331.28,18.318511375406253,26.209734638853412
CAMP00188,2025-08-22,2025-08-30,Search,72104,5314,1916,825,383.44,680.04,77.35238890047987,15.52502822732405
CAMP00189,2025-06-21,2025-07-06,Email,113818,8017,3628,819,1254.84,2023.47,61.25322750310798,10.215791443183235
CAMP00190,2025-06-01,2025-06-09,Search,101396,2133,232,122,3144.49,5952.1,89.28665697776113,5.719643694327239
CAMP00191,2025-11-11,2025-11-25,Email,182887,5756,1426,802,1301.78,1821.38,39.91457850020742,13.93328700486449
CAMP00192,2025-06-09,2025-06-22,Email,9720,925,438,155,4265.56,7424.98,74.06811766802012,16.756756756756758
CAMP00193,2025-04-06,2025-04-13,Search,45725,1709,197,63,3184.17,8828.06,177.248388119981,3.6863662960795787
CAMP00194,2025-08-21,2025-08-27,Email,217691,2683,825,344,1573.58,3626.96,130.49098234598816,12.821468505404399
CAMP00195,2025-06-29,2025-07-12,Social,209543,3298,786,466,2030.28,2834.76,39.624091258348614,14.129775621588841
CAMP00196,2025-04-23,2025-05-06,Display,297173,23712,8500,4547,1938.76,2143.78,10.574800387876799,19.175944669365723
CAMP00197,2025-11-14,2025-11-19,Social,293729,22953,3784,1984,1639.5,2349.92,43.33150350716682,8.643750272295561
CAMP00198,2025-02-21,2025-03-03,Display,63271,2806,1013,280,3186.44,5794.02,81.83364507098833,9.978617248752673
CAMP00199,2025-09-25,2025-10-09,Social,159970,3805,1890,1054,1088.2,1887.23,73.42675978680388,27.700394218134033
CAMP00200,2025-10-22,2025-11-03,Display,290593,15933,3321,1402,1531.34,4129.98,169.6971280055376,8.79934726667922
CAMP00201,2025-04-23,2025-04-30,Email,40308,1607,457,259,517.66,1124.33,117.1946837692694,16.11698817672682
CAMP00202,2025-04-11,2025-04-26,Search,296203,12931,1446,666,1942.58,5215.78,168.49756509384426,5.150413734436625
CAMP00203,2025-04-23,2025-05-06,Search,161520,5409,1480,789,415.48,1245.51,199.77616251083083,14.586799778147533
CAMP00204,2025-03-22,2025-03-28,Influencer,139058,2177,571,152,187.74,296.76,58.069670821348666,6.982085438677078
CAMP00205,2025-07-06,2025-07-16,Display,258981,21030,6853,3307,3265.3,6383.37,95.49107279576148,15.725154541131717
CAMP00206,2025-04-23,2025-04-28,Influencer,57934,3802,770,233,896.03,2160.42,141.1102306842405,6.128353498158864
CAMP00207,2025-01-02,2025-01-13,Influencer,142557,12134,2808,751,272.47,551.35,102.35255257459535,6.189220372507005
CAMP00208,2025-05-10,2025-05-17,Display,232112,12833,4414,1896,434.83,719.05,65.36347538118345,14.77440972492792
CAMP00209,2025-08-08,2025-08-19,Search,260920,25739,11927,5260,1076.13,2832.82,163.24142993876202,20.435914371187692
CAMP00210,2025-02-23,2025-03-03,Display,123156,11900,2309,914,3632.32,10115.49,178.48565104396087,7.680672268907562
CAMP00211,2025-12-09,2025-12-22,Email,278916,9611,3565,839,158.13,246.12,55.64409030544489,8.72958068879409
CAMP00212,2025-08-12,2025-08-21,Influencer,148603,6661,2061,613,3659.95,5720.19,56.291479391794965,9.202822399039183
CAMP00213,2025-08-13,2025-08-20,Influencer,62564,4863,689,202,3025.58,6459.29,113.48931444549476,4.153814517787374
CAMP00214,2025-05-06,2025-05-18,Display,256035,20455,6671,2171,2618.16,6893.03,163.27764536926696,10.613541921290638
CAMP00215,2025-05-10,2025-05-20,Influencer,43635,4012,1538,693,4555.49,9292.51,103.98486222118808,17.273180458624125
CAMP00216,2025-02-22,2025-02-28,Search,158972,10927,3707,1390,4164.98,4665.19,12.009901608170988,12.72078338061682
CAMP00217,2025-06-21,2025-06-28,Influencer,42394,2236,316,185,2151.98,3421.67,59.00101302056711,8.273703041144902
CAMP00218,2025-08-06,2025-08-18,Display,40030,1760,777,160,132.83,266.42,100.57215990363622,9.090909090909092
CAMP00219,2025-06-09,2025-06-23,Search,151631,7236,842,241,3581.82,8859.16,147.3368287630311,3.330569375345495
CAMP00220,2025-07-17,2025-07-28,Search,213920,18511,3598,1544,333.86,851.31,154.99011561732462,8.340986440494842
CAMP00221,2025-09-04,2025-09-18,Influencer,265706,26092,9035,4984,1462.46,3662.9,150.46155108515788,19.101640349532424
CAMP00222,2025-11-20,2025-11-30,Display,128652,1887,353,75,2515.87,2993.0,18.96481137737642,3.97456279809221
CAMP00223,2025-07-22,2025-07-27,Influencer,184453,11477,1615,893,586.77,1309.67,123.19989092830241,7.7807789492027535
CAMP00224,2025-07-03,2025-07-16,Email,209819,11918,3632,1463,3428.43,6345.57,85.08675982884294,12.27554958885719
CAMP00225,2025-05-03,2025-05-10,Email,18515,811,315,161,1674.71,2724.83,62.70458765995306,19.852034525277436
CAMP00226,2025-09-12,2025-09-21,Search,152407,13204,3489,2021,1872.14,4970.94,165.52180926640096,15.305967888518632
